,text_id,annotators_id,text,initial_paragraph,topic,is_noise_or_spam_text,related_to_election_2024,toxicity,polarized,profanity_obscenity,threat_incitement_to_violence,insults,identity_attack,sexually_explicit,agreement_is_noise_or_spam_text,agreement_related_to_election_2024,agreement_toxicity,agreement_polarized,agreement_profanity_obscenity,agreement_threat_incitement_to_violence,agreement_insults,agreement_identity_attack,agreement_sexually_explicit,cleaned_text
755,1-1679,"['10', '18']",Wowo cacat karir pacatan ABRI Pasangannya cacat etika mencla mencle karbitan produk Mahkamah Keluarga Mau pimpin Indonesia beretika dan beradab. Apa kata dunia..,,Disabilitas,0,0,1,0,0,0,1,0,0,True,False,True,False,True,True,True,True,True,Wowo cacat karir pacatan ABRI Pasangannya cacat etika mencla mencle karbitan produk Mahkamah Keluarga Mau pimpin Indonesia beretika dan beradab. Apa kata dunia..
758,1-1694,"['10', '18', '32']",Udah merampok Wilayah barbar lagi. Fuck you Israel.,,Jewish,0,0,1,0,1,0,1,1,0,True,True,True,True,False,True,False,False,True,Udah merampok Wilayah barbar lagi. Fuck you Israel.
763,1-1686,"['10', '18']",Sekarang bukan lagi namanya generasi muda ttp generasi mata buta. Sdh lihat tp otak tidak berjalan,,Disabilitas,0,0,1,0,0,0,0,0,0,True,True,True,False,True,True,True,False,True,Sekarang bukan lagi namanya generasi muda ttp generasi mata buta. Sdh lihat tp otak tidak berjalan
794,1-1726,"['10', '18', '32']",IBU2 HAMIL HATI2 DGN JANJI2 GIBRAN CAWAPRES PRABOWO MAU BAGI2 ASAM FOLAT TAPI AKIBAT BUTA HURUF JADI SULIT BEDAKAN ASAM SULFAT & VOLAT UTK IBU HAMIL SECARA CERMAT.,,Disabilitas,0,1,1,1,0,0,1,0,0,True,True,False,False,True,True,False,True,True,IBU2 HAMIL HATI2 DGN JANJI2 GIBRAN CAWAPRES PRABOWO MAU BAGI2 ASAM FOLAT TAPI AKIBAT BUTA HURUF JADI SULIT BEDAKAN ASAM SULFAT & VOLAT UTK IBU HAMIL SECARA CERMAT.
808,1-1747,"['10', '18', '32']",Kalau MATI di MEDAN TEMPUR melawan TENTARA YAHUDI nanti masuk SURGA lhoo druuun 😁,,Jewish,0,0,1,1,0,0,1,1,0,True,True,True,False,True,True,False,False,True,Kalau MATI di MEDAN TEMPUR melawan TENTARA YAHUDI nanti masuk SURGA lhoo druuun 😁
851,1-1765,"['10', '18']",ODGJ ta? Orang Dengan Genetik Jawa ODGJ ta? Orang Dengan Genetik Jawa,,Disabilitas,0,0,1,0,0,0,0,1,0,True,True,True,True,True,True,True,True,True,ODGJ ta? Orang Dengan Genetik Jawa ODGJ ta? Orang Dengan Genetik Jawa
981,1-1882,"['10', '18']","Israel benar² laknattt, semoga allah memeberi kalian hukuman yang setimpal dengan apa yang kalian perbuat #Israel",,Jewish,0,0,1,0,0,0,0,0,0,True,True,True,True,True,True,False,False,True,"Israel benar² laknattt, semoga allah memeberi kalian hukuman yang setimpal dengan apa yang kalian perbuat #Israel"
999,1-1899,"['10', '18']","penjajahan di negeriku tdk menumpahkan DARAH, tapi merampas TANAH. israel menggunakan senjata untuk marampas tanah di BUMI PALESTINA. dinegeriku mereka mnggunakan kekuasaaan untuk merampas tanah . merampas tanah penghidupan sodara sendiri, sama kejamnya dengan genosida",,Jewish,0,0,1,1,0,0,0,0,0,True,False,True,True,True,True,False,True,True,"penjajahan di negeriku tdk menumpahkan DARAH, tapi merampas TANAH. israel menggunakan senjata untuk marampas tanah di BUMI PALESTINA. dinegeriku mereka mnggunakan kekuasaaan untuk merampas tanah . merampas tanah penghidupan sodara sendiri, sama kejamnya dengan genosida"
1033,1929-01-01 00:00:00,"['10', '18']",HNW Ajak Pesantren Alumni Gontor Hadapi Masalah Judi Online dan LGBT - ://,,LGBTQ+,0,0,1,1,0,0,0,1,0,True,True,True,True,True,True,True,True,True,HNW Ajak Pesantren Alumni Gontor Hadapi Masalah Judi Online dan LGBT - ://
1046,1944-01-01 00:00:00,"['10', '18', '32']","Warning Jokowi jangan adu domba Islam yahudi, darah biru R bukan Israel Dubai sebab Israel Dubai Netanyahu ✌️ dendam Bogoh Kanu Sunda ngakak brutal blog tooooooooollllllloooooooolllllllllll keccccccceeeeeel ngomong budak KA Jokowi olanga olongo tolol!!!!",,Jewish,0,0,1,0,1,0,1,0,0,False,True,True,True,False,True,False,True,True,"Warning Jokowi jangan adu domba Islam Yahudi, darah biru R bukan Israel Dubai sebab Israel Dubai Netanyahu ✌️ dendam Bogor Kanu Sunda ngakak brutal blog tool kecekcel ngomong budak KA Jokowi olanga olongo tolol!!!!"
1054,1948-01-01 00:00:00,"['10', '18']","Udah kebaca,payah 😩 Gini dong. I stand with Israel atau Free Palestine Masa tidak memihak,LGBT lu urusin @premierleague",,"LGBTQ+, Jewish",0,0,1,0,0,0,0,1,0,True,True,True,True,True,True,True,True,True,"Udah kebaca,payah 😩 Gini dong. I stand with Israel atau Free Palestine Masa tidak memihak,LGBT lu urusin @premierleague"
1055,1979-01-01 00:00:00,"['10', '18', '32']","Orang psikopat, gak punya hati nurani, tolol abis adalah ketika mereka milih Israel dibanding Palestina.",,Jewish,0,0,1,0,1,0,1,0,0,True,True,True,True,False,True,True,True,True,"Orang psikopat, gak punya hati nurani, tolol abis adalah ketika mereka milih Israel dibanding Palestina."
1083,1974-01-01 00:00:00,"['10', '18', '32']",SATU KOMANDO IB HRS !!! ✊✊🔥🔥 TOLAK & BATALKAN KONSER PENDUKUNG LGBT !!! ALLAHU AKBAR !!! ✊✊🔥🔥,,LGBTQ+,0,0,1,0,0,0,0,0,0,True,True,True,False,True,False,True,False,True,SATU KOMANDO IB HRS !!! ✊✊🔥🔥 TOLAK & BATALKAN KONSER PENDUKUNG LGBT !!! ALLAHU AKBAR !!! ✊✊🔥🔥
1098,1988-01-01 00:00:00,"['10', '18']",Ayo bully israel pake pernyataan yg gak logis dari mereka sendiri biar makin kena mental,,Jewish,0,0,1,0,0,0,0,1,0,True,True,True,True,True,True,True,True,True,Ayo bully Israel pakai pernyataan yang tidak logis dari mereka sendiri supaya semakin terkena mental
1105,1994-01-01 00:00:00,"['10', '18']","""Salah satu masalah yang paling mengganggu saya adalah ketika memasuki [ruang] Majelis Umum PBB. Anda melihat warna LGBT di tangga dan tempat lain,"" ujar Erdogan, dikutip dari stasiun televisi lokal, Haberturk.",,LGBTQ+,0,0,1,0,0,0,0,1,0,True,True,True,True,True,True,True,True,True,"""Salah satu masalah yang paling mengganggu saya adalah ketika memasuki [ruang] Majelis Umum PBB. Anda melihat warna LGBT di tangga dan tempat lain,"" ujar Erdogan, dikutip dari stasiun televisi lokal, Haberturk."
1150,2033-01-01 00:00:00,"['9', '8', '32']","Cara mudah & gampang, mengajak teman2, sahabat, kenalan tuk memilih, capres terbaik, adalah,"" GANA,"" JGN BIARKAN, NKRI DIJAJAH MILITER PECATAN & IMIGRAN YAMAN ARAB. PUTRA2 TERBAIK KITA PRIBUMI SUPER MAMPUH TERLALU BANYAK, SEPERTI "" CAPRES GAMAH,"" TERLALU MAMPUH MENGELOLA NKRI. CAPRES GAMA, PUNYA SEGUDANG PENGALAMAN DLM PEMERINTAHAN, GANJAR GUBRNUR JATENG 2 PERIUODE, PERNA DPR PUSAT, TANPA NODA. NKRI HARGA MATI. MERDEKAAAA...!!",,Rohingya,0,0,1,1,0,0,0,0,0,True,False,True,True,True,True,False,False,True,"Cara mudah & gampang, mengajak teman2, sahabat, kenalan tuk memilih, capres terbaik, adalah,"" GANA,"" JGN BIARKAN, NKRI DIJAJAH MILITER PECATAN & IMIGRAN YAMAN ARAB. PUTRA2 TERBAIK KITA PRIBUMI SUPER MAMPUH TERLALU BANYAK, SEPERTI "" CAPRES GAMAH,"" TERLALU MAMPUH MENGELOLA NKRI. CAPRES GAMA, PUNYA SEGUDANG PENGALAMAN DLM PEMERINTAHAN, GANJAR GUBRNUR JATENG 2 PERIUODE, PERNA DPR PUSAT, TANPA NODA. NKRI HARGA MATI. MERDEKAAAA...!!"
1155,2038-01-01 00:00:00,"['9', '8']",Kenapa imigran YAMAN kepo dgn Palestina vs I negara mereka YAMAN sedang perang saudara 🤣🤣🤣🤣🤣🤣,,Rohingya,0,0,1,1,0,0,0,0,0,True,False,True,True,True,True,True,False,True,Kenapa imigran YAMAN kepo dgn Palestina vs I negara mereka YAMAN sedang perang saudara 🤣🤣🤣🤣🤣🤣
1160,2042-01-01 00:00:00,"['9', '8']",suka boleh fanatik jangan.. apa lagi fanatik sama wan yaman bodoh kali kau..😆😆😆,,UNKNOWN,0,1,1,1,0,0,0,0,0,True,True,True,True,False,True,True,False,True,suka boleh fanatik jangan.. apa lagi fanatik sama wan yaman bodoh kali kau..😆😆😆
1177,2064-01-01 00:00:00,"['9', '8', '32']",Org pinter pasti pilih Ganjar Mahfud Org bodoh pasti plih DP 0 porsen 🤣🤣😂🤣😂🤣😂🤣,,UNKNOWN,0,1,1,1,1,0,1,0,0,True,True,False,True,False,True,False,True,True,Org pinter pasti pilih Ganjar Mahfud Org bodoh pasti plih DP 0 porsen 🤣🤣😂🤣😂🤣😂🤣
1180,2066-01-01 00:00:00,"['9', '8', '32']",Setanyahu Anak iblis !!,,Jewish,0,0,1,0,1,0,1,0,0,True,True,False,True,False,True,False,True,True,Setanyahu Anak iblis !!
1186,2073-01-01 00:00:00,"['9', '8', '32']",YANG SATU PECATAN NGGEDABRUS YANG DUA PECATAN CACAT MORAL AKU SIH TIGA SAJA BUKAN PECATAN DAN TIDAK CACAT MORAL...!,,Disabilitas,0,1,1,1,0,0,1,0,0,True,True,False,False,True,True,False,True,True,YANG SATU PECATAN NGGEDABRUS YANG DUA PECATAN CACAT MORAL AKU SIH TIGA SAJA BUKAN PECATAN DAN TIDAK CACAT MORAL...!
1189,2069-01-01 00:00:00,"['9', '8', '32']","ASWAJA SUFI MENIRU-NIRU SYIAH..??!! ATAUKAH SEBALIKNYA..??!! Sungguh kita menemukan permusuhan yang sangat sengit dari kaum syi'ah dan aswaja imitasi terhadap aswaja asli. Seakan-akan musuh mereka hanyalah kaum wahabi. Ada apa gerangan antara Syi'ah dan Aswaja, kenapa sama-sama bersepakat memusuhi kaum wahabi..??!! Rahasianya adalah adanya kesamaan antara dua kelompok ini, terutama dalam peribadatan kepada penghuni kuburan dan para wali !!! Tidak heran jika SYI'AH & ASWAJA SUFI : - Sama-sama hobi meninggikan kuburan…??!! - Sama-sama hobi beribadah di kuburan…??!! - Sama-sama hobi meminta dan beristighotsah kepada penghuni !! - Sama-sama hobi mencari barokah dari pasir yang ada dikuburan para !! - Sama-sama berlindung dibalik topeng ""cinta kepada Ahlul Bait…"", atau ""Demi menghormati Ahlul Bait"", seakan-akan kecintaan kepada Ahlul Bait dan kesyirikan adalah dua perkara yang saling !!! Entah…apakah kaum aswaja sufi yang ikut-ikutan taqlid buta kepada kaum syi'ah??!! Ataukah sebaliknya??!! Seharusnya kepanjangan ASWAJA (Ahlus Sunnah…. Rahasianya… karena Aswaja ternyata tidak menjalankan sunnah-sunnah Nabi, bahkan ibadah-ibadah yang mereka lakukan adalah kreasi-kreasi ibadah yang tidak pernah dicontohkan oleh Nabi dan para sahabatnya. Bukankah sunnah adalah perkara-perkara yang disandarkan kepada Nabi shallallahu 'alaihi wa sallam??!! Lantas kenapa Aswaja doyan mepraktekan kreasi-kreasi ibadah yang sama sekali tidak pernah dikerjakan oleh Nabi??!! Bahkan aswaja menjadikan ibadah-ibadah hasil kreasi tersebut sebagai tolak ukur kecintaan kepada Nabi??!! Bahkan memusuhi orang-orang yang berpegang teguh dan tidak mau beribadah kecuali dengan sunnah Nabi??!! Karenanya bagaimana mungkin aswaja bisa membantah syi'ah jika mereka sendiri menjauhkan diri dari sunnah??!! Terlebih lagi ternyata… yang diperjuangkan oleh kaum syi'ah sama dengan kesyirikan yang diperjuangkan oleh sebagian kaum aswaja sufiyah.",,"Syiah, Disabilitas",0,0,1,0,0,0,0,0,0,True,True,True,False,True,False,True,False,True,"ASWAJA SUFI MENIRU-NIRU SYIAH..??!! ATAUKAH SEBALIKNYA..??!! Sungguh kita menemukan permusuhan yang sangat sengit dari kaum syi'ah dan aswaja imitasi terhadap aswaja asli. Seakan-akan musuh mereka hanyalah kaum wahabi. Ada apa gerangan antara Syi'ah dan Aswaja, kenapa sama-sama bersepakat memusuhi kaum wahabi..??!! Rahasianya adalah adanya kesamaan antara dua kelompok ini, terutama dalam peribadatan kepada penghuni kuburan dan para wali !!! Tidak heran jika SYI'AH & ASWAJA SUFI : - Sama-sama hobi meninggikan kuburan…??!! - Sama-sama hobi beribadah di kuburan…??!! - Sama-sama hobi meminta dan beristighotsah kepada penghuni !! - Sama-sama hobi mencari barokah dari pasir yang ada dikuburan para !! - Sama-sama berlindung dibalik topeng ""cinta kepada Ahlul Bait…"", atau ""Demi menghormati Ahlul Bait"", seakan-akan kecintaan kepada Ahlul Bait dan kesyirikan adalah dua perkara yang saling !!! Entah…apakah kaum aswaja sufi yang ikut-ikutan taqlid buta kepada kaum syi'ah??!! Ataukah sebaliknya??!! Seharusnya kepanjangan ASWAJA (Ahlus Sunnah…. Rahasianya… karena Aswaja ternyata tidak menjalankan sunnah-sunnah Nabi, bahkan ibadah-ibadah yang mereka lakukan adalah kreasi-kreasi ibadah yang tidak pernah dicontohkan oleh Nabi dan para sahabatnya. Bukankah sunnah adalah perkara-perkara yang disandarkan kepada Nabi shallallahu 'alaihi wa sallam??!! Lantas kenapa Aswaja doyan mepraktekan kreasi-kreasi ibadah yang sama sekali tidak pernah dikerjakan oleh Nabi??!! Bahkan aswaja menjadikan ibadah-ibadah hasil kreasi tersebut sebagai tolak ukur kecintaan kepada Nabi??!! Bahkan memusuhi orang-orang yang berpegang teguh dan tidak mau beribadah kecuali dengan sunnah Nabi??!! Karenanya bagaimana mungkin aswaja bisa membantah syi'ah jika mereka sendiri menjauhkan diri dari sunnah??!! Terlebih lagi ternyata… yang diperjuangkan oleh kaum syi'ah sama dengan kesyirikan yang diperjuangkan oleh sebagian kaum aswaja sufiyah."
1230,2121-01-01 00:00:00,"['9', '8', '32']","Lebih baik urus pilpres dari pada urus Israel vs Palestina, karena no 3 pasti menang🤟🤟🤟",,Jewish,0,1,0,1,0,0,0,0,0,True,True,False,False,True,False,True,True,True,"Lebih baik urus pilpres daripada urus Israel vs Palestina, karena nomor tiga pasti menang🤟🤟🤟"
1231,2106-01-01 00:00:00,"['9', '8']","﷽ ASWAJA SUFI MENIRU-NIRU SYIAH..?? ATAUKAH SEBALIKNYA..??!! ​ (studi banding antara aqidah tokoh syi’ah: Al-Khumaini dan aqidah kaum sufi: At-Tijaani, Alwi Al-Maaliki, Habib Al-Jufri, dan Habib Munzir) Sungguh kita menemukan permusuhan yang sangat sengit dari kaum syi’ah dan aswaja imitasi (baca: sufi) terhadap aswaja asli (baca: salafy atau yang dinamakan oleh kaum sufi sebagai wahabi). Seakan-akan musuh mereka hanyalah kaum wahabi. Ada apa gerangan antara Syi’ah dan Aswaja, kenapa sama-sama bersepakat memusuhi kaum wahabi..??!! Rahasianya adalah adanya kesamaan antara dua kelompok ini, terutama dalam peribadatan kepada penghuni kuburan dan para wali !!! Tidak heran jika SYI’AH & ASWAJA SUFI: – Sama-sama hobi meninggikan kuburan…??!! – Sama-sama hobi beribadah di kuburan…??!! – Sama-sama hobi meminta dan beristighotsah kepada penghuni kuburan..??!! – Sama-sama hobi mencari barokah dari pasir yang ada dikuburan para wali?? – Sama-sama berlindung di balik topeng “cinta kepada Ahlul Bait…”, atau “Demi menghormati Ahlul Bait”, seakan-akan kecintaan kepada Ahlul Bait dan kesyirikan adalah dua perkara yang saling melazimkan !!! Entah…apakah kaum aswaja sufi yang ikut-ikutan taqlid buta kepada kaum syi’ah??, ataukah sebaliknya??!! Seharusnya kepanjangan ASWAJA (Ahlus Sunnah…. ​KEENAM: Berdoa kepada Nabi atau Imam agar Allah mengampuni dosa merupakan aqidah Syi’ah. 🌐 Baca lebih banyak di:",,"Syiah, Disabilitas",0,0,1,0,0,0,0,0,0,True,True,True,False,True,True,True,False,True,"﷽ ASWAJA SUFI MENIRU-NIRU SYIAH..?? ATAUKAH SEBALIKNYA..??!! ​ (studi banding antara aqidah tokoh syi’ah: Al-Khumaini dan aqidah kaum sufi: At-Tijaani, Alwi Al-Maaliki, Habib Al-Jufri, dan Habib Munzir) Sungguh kita menemukan permusuhan yang sangat sengit dari kaum syi’ah dan aswaja imitasi (baca: sufi) terhadap aswaja asli (baca: salafy atau yang dinamakan oleh kaum sufi sebagai wahabi). Seakan-akan musuh mereka hanyalah kaum wahabi. Ada apa gerangan antara Syi’ah dan Aswaja, kenapa sama-sama bersepakat memusuhi kaum wahabi..??!! Rahasianya adalah adanya kesamaan antara dua kelompok ini, terutama dalam peribadatan kepada penghuni kuburan dan para wali !!! Tidak heran jika SYI’AH & ASWAJA SUFI: – Sama-sama hobi meninggikan kuburan…??!! – Sama-sama hobi beribadah di kuburan…??!! – Sama-sama hobi meminta dan beristighotsah kepada penghuni kuburan..??!! – Sama-sama hobi mencari barokah dari pasir yang ada dikuburan para wali?? – Sama-sama berlindung di balik topeng “cinta kepada Ahlul Bait…”, atau “Demi menghormati Ahlul Bait”, seakan-akan kecintaan kepada Ahlul Bait dan kesyirikan adalah dua perkara yang saling melazimkan !!! Entah…apakah kaum aswaja sufi yang ikut-ikutan taqlid buta kepada kaum syi’ah??, ataukah sebaliknya??!! Seharusnya kepanjangan ASWAJA (Ahlus Sunnah…. ​KEENAM: Berdoa kepada Nabi atau Imam agar Allah mengampuni dosa merupakan aqidah Syi’ah. 🌐 Baca lebih banyak di:"
1238,2112-01-01 00:00:00,"['9', '8']",Sudah saatnya kadrun pendukung si abud jihad ke palestin bertempur dengan tentara YAHUDI 🤪,,Jewish,0,0,1,1,0,0,0,0,0,True,True,True,True,True,False,True,False,True,Sudah saatnya kadrun pendukung si abud jihad ke palestin bertempur dengan tentara YAHUDI 🤪
1254,2127-01-01 00:00:00,"['9', '8']","Di Batam Belum selesai di Manado Kembali Terusik..😡😡😡... 
Bangkitlah Wahai Rakyat Indonesia Negara ini Sedang tdk Baik² S 💪💪💪*SELAMATKAN DAERAHMU MASING2,SIAPKAN WARGAMU MENGUSIR CINA 2 YG DISIAPKAN REZIM ANTAH BERANTAH",,Tionghoa,0,0,1,1,0,0,0,0,0,True,True,True,True,True,False,True,False,True,"Di Batam Belum selesai di Manado Kembali Terusik..😡😡😡... 
Bangkitlah Wahai Rakyat Indonesia Negara ini Sedang tdk Baik² S 💪💪💪*SELAMATKAN DAERAHMU MASING2,SIAPKAN WARGAMU MENGUSIR CINA 2 YG DISIAPKAN REZIM ANTAH BERANTAH"
1281,2151-01-01 00:00:00,"['9', '8']","Bukan ISU /kabar Hoak.
Lagi VIRAL
RAKYAT INDONESIA hrs tahu dan BERSATU menjaga Satu kesatuan NKRI melawan Penguasa DHOLIM yg
Sengaja Menjual Pulau2 Dalih INVESTASI. 
14 th lagi jika Rakyat diam luluh lantah Indonesia di kuasai CINA KOMUNIS vidio sampai habis.",,Tionghoa,0,0,1,1,0,0,0,0,0,True,False,True,True,False,False,True,False,True,"Bukan ISU /kabar Hoak.
Lagi VIRAL
RAKYAT INDONESIA hrs tahu dan BERSATU menjaga Satu kesatuan NKRI melawan Penguasa DHOLIM yg
Sengaja Menjual Pulau2 Dalih INVESTASI. 
14 th lagi jika Rakyat diam luluh lantah Indonesia di kuasai CINA KOMUNIS vidio sampai habis."
1791,2610-01-01 00:00:00,"['9', '8']",#Medan: UDAHLAH BUTA BODOH PULA LAGI KAU @jokowi JAWA BABI KAU INDON ANJING UDAH ITU JOROK LAGI!! INI BOHONG DIKIT AJA KAU LANGSUNG GEMPA!! KALO GAK PERCAYA DAN KEPENGEN TAHU BENAR ATAU ENGGAK YANG AKU BILANG BOLEH KAU PRESIDEN JAWA PAOK KAU ANJING KAU COBA AJA INI HARI!!,,Disabilitas,0,1,1,1,0,0,0,0,0,True,True,True,True,False,True,False,False,True,#Medan: UDAHLAH BUTA BODOH PULA LAGI KAU @jokowi JAWA BABI KAU INDON ANJING UDAH ITU JOROK LAGI!! INI BOHONG DIKIT AJA KAU LANGSUNG GEMPA!! KALO GAK PERCAYA DAN KEPENGEN TAHU BENAR ATAU ENGGAK YANG AKU BILANG BOLEH KAU PRESIDEN JAWA PAOK KAU ANJING KAU COBA AJA INI HARI!!
1854,2668-01-01 00:00:00,"['9', '8']",tentara israel ... itu pendeta homo waria yg di kebiri penisnya pendeta betlehem jerussalem Gaza itu bekas jemaat kristennya yg lawassss,,Jewish,0,0,1,0,0,0,0,0,0,True,True,True,False,True,True,False,False,True,"Tentara Israel ... itu pendeta homo waria yang dikebiri penisnya, pendeta Betlehem Yerusalem Gaza, itu bekas jemaat Kristennya yang lawas"
2071,2863-01-01 00:00:00,"['9', '8']",HEI PEJABAT !!! NGACA DIRIMU DULU KAU BANGSA MELAYU APA BANGSA CHINA ??? KENAPA KAU BELA CHINA ??? MAU CARI KAYA ??? JANGAN JUAL NEGARA !!!!#KembalikanTNIMilikRakyat #KembalikanTNIMilikRakyat,,Tionghoa,0,0,1,1,0,0,0,0,0,True,True,True,True,False,True,False,False,True,HEI PEJABAT !!! NGACA DIRIMU DULU KAU BANGSA MELAYU APA BANGSA CHINA ??? KENAPA KAU BELA CHINA ??? MAU CARI KAYA ??? JANGAN JUAL NEGARA !!!!#KembalikanTNIMilikRakyat #KembalikanTNIMilikRakyat
2556,1-33,"['7', '15']","Gara2 orang ini KADRUN sampai sakit hati 10 tahun,bahkan beberapa jadi gila permanen.",,Disabilitas,0,0,1,0,0,0,0,0,0,True,True,True,True,True,True,False,True,True,"Karena orang ini KADRUN sampai sakit hati 10 tahun, bahkan beberapa jadi gila permanen."
2778,1-35,"['7', '15']","GIBRAN PANTAS KITA MEMBERIKAN GELAR ""TUNA ETIKA"" SESUAI INSTRUKSINYA AGAR BERSIKAP KUDA TULI & MATA BUTA KOMEN NYINYIR NETIZEN.",,Disabilitas,0,1,1,0,0,0,1,0,0,True,True,True,False,False,True,True,True,True,"GIBRAN PANTAS KITA MEMBERIKAN GELAR ""TUNA ETIKA"" SESUAI INSTRUKSINYA AGAR BERSIKAP KUDA TULI & MATA BUTA KOMEN NYINYIR NETIZEN."
3073,3765-01-01 00:00:00,"['2', '12', '30', '24']",Org” skrg pada makin sinting ya anjing,,Disabilitas,0,0,1,0,1,0,0,0,0,True,True,False,False,False,True,False,False,True,Org” skrg pada makin sinting ya anjing
3258,3931-01-01 00:00:00,"['2', '12']","stress bgt 2 malem sekamar hotel sama ngkoh2 gatau diri bgt bgst, jijik bgt cmn bisa nahan diri buat gak gila anj",,Disabilitas,0,0,1,0,1,0,0,0,0,True,True,True,False,True,True,True,True,False,"stress bgt 2 malem sekamar hotel sama ngkoh2 gatau diri bgt bgst, jijik bgt cmn bisa nahan diri buat gak gila anj"
3316,3984-01-01 00:00:00,"['2', '12', '30', '24']","Gw ga ngerti banget otaknya orang2 yg dukung israel tuh ditaro dimana. Gw udah coba cari tau ttg argumen2 yg pro zionis, yang ada gw malah makin pro palestina",,Jewish,0,0,1,1,0,0,1,0,0,True,False,False,True,True,False,False,True,True,"Gw ga ngerti banget otaknya orang2 yg dukung israel tuh ditaro dimana. Gw udah coba cari tau ttg argumen2 yg pro zionis, yang ada gw malah makin pro palestina"
3359,4021-01-01 00:00:00,"['13', '1']",Budak agama teriak Kristen bodoh Tanpa sadar mereka menghina muhammad yg buta huruf hingga mati nya Tapi apa ya ??jangan jangan cuma menpu umat nya supaya di kira yg ummi padahal yg munafik,,"Kristen, Disabilitas",0,0,1,1,0,0,0,0,0,True,True,True,True,False,True,True,False,True,Budak agama teriak Kristen bodoh Tanpa sadar mereka menghina muhammad yg buta huruf hingga mati nya Tapi apa ya ??jangan jangan cuma menpu umat nya supaya di kira yg ummi padahal yg munafik
3370,4031-01-01 00:00:00,"['13', '1']","✍️ Sahabat Kristen Doakan Anies, Kelompok Islamophobia Frustasi…"" by Faizal Assegaf (kritikus) Komplotan bertopeng toleran gusar. Lantaran mantan istri Ahok, Veronica Tan bertemu Anies, dan sahabat Kristen mendoakan Anies. Umat Islam happy. Makin tambah frustasi kelompok berhati culas. Saatnya seluruh umat beragama bersatu, galang perubahan…!",,Kristen,0,1,1,1,0,0,0,0,0,True,True,True,True,False,True,True,False,True,"✍️ Sahabat Kristen Doakan Anies, Kelompok Islamophobia Frustasi…"" by Faizal Assegaf (kritikus) Komplotan bertopeng toleran gusar. Lantaran mantan istri Ahok, Veronica Tan bertemu Anies, dan sahabat Kristen mendoakan Anies. Umat Islam happy. Makin tambah frustasi kelompok berhati culas. Saatnya seluruh umat beragama bersatu, galang perubahan…!"
